,text,emoji label,emoji std,emoji-less label,emoji-less std
0,記錄之前棚拍幕後花絮還沒發完大概還要再發三篇☺️,1,1.890710473060608,2,1.680933117866516
1,💗泰泰💗新款上架一如既往超極推薦材質超棒有型又好看舒適哪裡找得到🔥🔥大家記得截圖來詢問喔❤️❤️歡迎敲我們👇🏻👇🏻👇🏻🅰️官荒疑難雜症詢問處🅰️專屬📍店址📍台北市信義區永吉路巷弄號,1,2.684772729873657,2,1.039340257644653
2,🔥🔥兩款一樣價錢😇😇店主推介👍直播重溫🎥👇自助快捷網站下單👇戒指手鏈免費改尺寸一次鑽石包順豐速遞荔枝角寫字樓自取付款方式轉數快銀行入數南非鑽石輕奢侈珠寶鑽石製造商批發各大零售商店批發價真金真鑽網購珠寶批發,1,2.9434583187103267,3,2.0776071548461914
3,特別的緣份把大家聚在一起💗,3,2.041357517242432,2,1.2644661664962769
4,♥️鵝子想睡覺在鬧脾氣我老公問他你的小劇場演完了嗎我忍不住笑了🤣老公平時很無聊但他有很幽默的一面夫妻夫妻日常一家三口老公,1,1.9758130311965945,3,1.9187160730361936
5,💙我們兩個大概就是一個願打一個願挨😘,3,2.5010969638824463,2,1.3300598859786987
6,希望善良的人總會在某一得到命運的饋贈晚安🌃,3,1.3301820755004885,1,1.284300684928894
7,紅紋黎喇❤️❤️❤️自己見到都想一條🥺❤️大細都有🤩超高值👍🏻紅紋石功效開發心輪對心肺胸腺功能有幫助解憂鬱助密運喚醒人們心中對愛的需求增加招來愛情的機會可以增進異性緣治療因失戀帶來的痛苦失落抑鬱有助於吸引好朋友接近和招來愛情可以帶來更包容寬恕的心態價錢歡迎查詢順豐到付暫不提供郵寄服務不便之處敬請原諒🙏🏻購物前請留意天然水晶礦石難免會有礦痕冰裂紋雲霧色帶或礦缺等之呈現均屬正常並非為瑕疵品這些並不會影響天然水晶的靈性與功能惟追求完美者請再三考慮後再下單🙏🏻水晶每一個都是獨一無二的他們的大小紋路顏色都會略有不同請您慎重考慮✴️我們的商品都是以實物拍攝上傳但由於拍攝角度技巧或螢幕顯色程度不一若有色差和大小視差均以實物為準門市地址元朗擊壤路號喜利商場樓鋪香港水晶水晶水晶店能量水晶能量治療水晶療癒塔羅天使卡占卜招財愛情健康事業水晶手鏈水晶耳環水晶手串,1,2.434075832366944,3,2.720574378967285
8,❤️我美麗的小公主遇見她真正的王子了要幸福呦🥰🥰🥰再生個小小公主讓我抱😚,1,2.7207605838775635,3,1.2612441778182983
9,特價❤️最後一🟥🔺🔶🟧🔸🟡🟨🟩🟢🔹🔷🟦🟣🟪📲查詢下單🛍️🟧到門市太子聯合廣場-🌈網購滿包順豐😘👉🏻圖查詢便可🤗多種入數方式支付寶戶口🟪🟨記得搶先看🇰🇷🎥記得留意每星期直播🥰韓國女裝,1,2.8143978118896484,2,1.321834921836853
10,太美了啦😍😍😍小麥膚色搭配灰棕色系眉毛好好抗喔❤️❤️❤️嘉霧眉預約嘉義霧眉盈盈老師作品補色,3,2.728026390075684,1,3.036566734313965
11,❤️🐌蝸牛頭,1,2.6084721088409424,2,1.3353887796401978
12,今晚♥️,1,1.4058135747909546,2,1.063634753227234
13,讓你變美是我最重要的事不管外在內在認真對待您的每一刻夢芙美甲美睫熱蠟除毛紋繡身體搶先預約這一秒愛自己開始🌹▪️預約諮詢請用▪️記得加美學概念店竹北美甲新竹美甲美睫手足護理指甲矯正竹北熱蠟熱蠟除毛紋繡新客優惠溫熱捲翹睫毛身體海神敷體肩足之旅優惠活動停車補助周年慶,1,2.4842729568481445,3,2.1752667427062997
14,台灣超能深層去漬凝膠自助下單支支或以上支✂️截單日月日📦到貨日約月尾相信家裡有小朋友👶的媽媽都有一樣的煩惱‼️就是小孩常常把自己搞得很髒👾👾👾不管是吃個飯還是玩個玩具出遊玩都能把自己弄得髒兮兮的😓而結果就是媽媽永遠有洗不完物品等輕鬆打擊髒污去除污漬不傷害衣物👕👔🌿濃縮植物凝膠配方🌿安心不傷手不殘留更不會有討厭漂白水刺鼻味洗完潔淨如新🙌溫合配方天然不傷手給你最安心的好產品❤️軟毛🚿刷頭刷去頑固污漬細小範圍也逃不過快速擠出凝膠短時間深入纖維分解污漬✅海鹽添加萃取天然精華海鹼有效去除汙漬打擊頑強汙垢✅溫和配方天然不傷手非化學洗劑無經皮毒之慮✅溶垢力強易溶於水自然分解無二次殘留有效分解髒汙與油脂✅環保無毒不含壬基酚不汙染大地規格產地台灣保存期限年保存方式請放置於陰涼乾燥處避免陽光直射避免兒童取玩落單👇🏻‼️成功付款後才視為已下單‼️❌已成功付款及已確認的訂單不能取消或更改🙇🏻‍♂️（下單時麻煩請再三確認！感激）🙇🏻‍♀️❌萬一貨品缺貨會全額退款，其他原因都不接受退款喔🙅🏻‍♀️🙅🏻‍♂️❌,3,2.4973886013031006,1,1.8359566926956177
15,一顆壺鈴就可以訓練你的臀部跟著影片中的教練一起做試試看在健身房拿起壺鈴訓練持之以恆就能練出完美翹臀唷🧡免費預約體驗👉🧡官方網站👉🧡成功塑身見證精彩影片集請看這裡👉🧡成功塑身見證精選相簿大集合請看這裡👉已經幫助超過人成功塑身減脂值得您的信賴極度塑身營養師對教練飲食減重,1,1.3579306602478027,2,1.264461874961853
16,彰化燙髮❌女孩最愛的內灣㊗️當月壽星可打折🎂💇🏻‍♀️設計師▫️預約可加☎️🏡彰化市民族路巷號🔅禮拜一公休🤝人才招募中彰化美髮彰化美髮推薦彰化燙髮彰化染髮三管波波燙彰化美甲,3,2.729126453399658,1,2.0377087593078613
17,😈🌂🦄☂️🎆🔮💟就是沒想到我們居然有點默契的都穿了我愛的紫色然後想跟我比雙下巴喔門兒都沒有哈哈哈哈哈哈,1,1.7635071277618408,2,1.7180131673812866
18,🔥日本🇯🇵玩具積木廠商新貨到🔥寶可夢系列積木款式噴火龍水箭龜超夢材質塑膠🌟預購價款共三款款式皮卡丘小火龍傑尼龜妙蛙種子伊布可達鴨材質塑膠🌟預購價款共六款❣️❣️,1,2.1840801239013667,2,1.4982959032058716
19,媽咪理髮院開張啦要剪平頭還是剪咩咩頭全都在媽媽的掌握中😛媽咪們想完成美髮師的夢只能趁現在長大就沒得剪了窩🤣🤣小小聲地把頭髮剪了電動剪髮器🔎🔎☺️優惠小黑板世界睡眠日兩件折兒童節玩具滿享折櫻花祭折出遊預備備媽咪包專區剪髮兒童理髮理髮梯刀剪髮器🉐安心購買保證🉐🔸享有售後服務🔹商品鑑賞期天🔸台灣出貨開立發票🔹下單後隔天出貨預購品假日除外,1,1.96796452999115,3,1.8621987104415887
20,拿鐵色從沒染過髮的甜心在自己人生大事裡放心的交給了謝謝妳喜歡我的美感讓我為妳改造🥰期待妳美美的婚紗照😍🎡月份活動出爐啦🎡給予默默關望的甜心們💎新客體驗價💎燙染折女神鉑金護髮折以上消費燙染護只能擇一唷☺️💎專屬優惠💎剪髮折當月壽星燙染折完整髮型作品集👉🏻妳的本命髮型師📲👉記得要加💌小盒子可諮詢預約唷☺️🈵可刷卡🔱一中殿🔱💈台中市北區太平路巷號🈺公休禮拜二☎️🅿️鄰近停車場參考👇🏻非特約🚗大車河停車場空間大距離近但費用偏高📍台中市北區太平路號💰週一至週四半小時💰週五至週日半小時🚗新興停車場收費低但位置偏少可以碰碰運氣📍台中市北區精武路💰半小時女神肆殿女神一中殿台中沙龍台中髮廊台中美髮台中美髮台中髮型設計師髮型台中推薦燙髮台中推薦染髮女生染髮長髮染髮短髮染髮女生燙髮長髮燙髮短髮燙髮台中特殊色霧感髮色質感色台中一中街台中美食台中北區,1,2.9712398052215576,3,2.81597900390625
21,我喜歡鮭魚生魚片特別是南寮魚銷中心賣的最👍鮭魚之亂😎南寮魚市場💕,1,2.8693416118621826,2,1.3890435695648191
22,✨✨✨✨✨✨✨✨✨✨✨✨✨✨📲對話預約時間和查詢🔍：=✂️✂️✂️✂️✂️✂️✂️✂️✂️✂️✂️✂️✂️✂️✂️🐾上門寵物美容🐾⚡基本沖涼服務包括剪甲，剪腳底毛，清耳毛，洗耳仔，修肚底毛，清肛門腺⚡歡迎查詢服務價錢☎️❤️上門時間為每日-後需加額外外附加費每時需加❣️沙田區除外時間開始將會計小時計算即收多時間開始將會計小時計算即收多❤️解結費為每半小時✅沙田區❕大圍區❕可享優惠愛犬犬上門狗美容狗美容乖乖上門寵物美容上門美容剪毛集郵期待下一次溫馨領養代替購買唐狗也是寶,3,2.6140661239624023,2,1.3387537002563477
23,🍀韓國新品春裝上架🍀💐新款兩件以上滿包郵韓國荔枝皮手挽袋🌾超抵預訂款💲💐黑象牙黃紅粉🌷啪扣款餃子形袋款約月尾到港🌾韓國直入🌿🌈如有疑問歡迎查詢🌈圖片與實物會有小色差🚚包郵可安排站智能櫃自取🙆‍♀️面交要另外預約時間🏦付款方式📌📌📌📌中銀恒生過數📌轉數快韓國新款韓國代購韓國手袋韓國女裝代購韓國時裝韓國女裝韓國袋訂購韓國服裝韓國製造韓國韓國手挽袋針織外套韓國鞋款西裝外套韓國連衣裙韓國女裝鞋韓國袋韓國襯衫韓國衫韓國連身裙韓國春裝韓國新貨韓國外套,2,0.5491884350776672,1,0.8121874928474426
24,☁️☁️☁️☁️☁️🤍,1,2.4761221408843994,2,1.2382442951202393
25,意外發現這家在海邊旁的咖啡屋🚗邊喝咖啡享受眼前的一片大海🌊☕台北台北景點林口濱海公路濱海八里咖啡大海放鬆心情,1,1.885901689529419,2,1.6402436494827268
26,💰💰百元光療百元美甲千元有找美甲千元有找千元美甲鏡面美甲冰塊美甲凝膠美甲凝膠光療光療美甲光療凝膠平價光療平價美甲蘆洲光療蘆洲美甲不,3,2.5754642486572266,1,1.9794951677322388
27,全台最美車站果然名不虛傳👍🏻八個人四台車玩台東🛵這站騎了分鐘台東景點台東多良車站,1,2.0245633125305176,4,0.312998503446579
28,🤩🤩🥳😍👍📱📱📱📱📱📱👥✈️✨🏡🏘️🔊,1,1.5772597789764404,2,1.2382442951202393
29,嗨很開心見到妳希望妳能更認識我一些😀當媽媽還是要保持著原本的那顆少女之心身為媽媽的我非常了解妳想要的是什麼妳想給孩子最好的我懂妳想給自己最好的我也懂不再只是當個購物狂我們買單都是有理由的為所有少女心的馬麻開闢的小天地懂妳想要紓壓的心🤟🔺下單請小盒子私訊並加入群組哦🔺群組內有更多商品提供選購歡迎私訊我們加入群組哦各國代購韓國代購連線日本代購德國代購香港代購泰國代購童裝配件童裝穿搭韓系童裝日系童裝童裝配件包包帽子,2,1.7245742082595823,1,1.4026083946228027
30,最近很常翻以前的照片發現這張沒有分享過我們肉鬆小時候🤤🤤🤤幼幼時期真的好可愛啊🥺❤️部鸚鵡玄鳳鸚鵡太陽鳥雞尾鸚鵡鳥奴療癒手養鳥摸摸撒嬌艾比與她的肉雞好朋友,1,2.5225400924682617,3,1.4248446226119995
31,純分享‼️知己知彼啲客話我地啲龍蝦仲貴過酒樓食💸我今晚就特登去試下某酒樓龍蝦伊麵🦞只能說一分錢一分貨詳細劣評唔公開講🤐,1,2.0646836757659908,2,1.680449366569519
32,超值新款💖🤩🎀💖💖櫻桃樹特價直播影片現貨🎀❗❗結單時間到星期日晚上點截止唷❗❗🎉特價款式專屬訂購除非故障不退貨也不換貨唷若需預訂大約個工作日💝💖運費一律元-運費特價優惠元💖💗,3,1.3512669801712036,1,1.1750344038009644
33,重要的日子是要紀錄下來的昨天度過了歲永遠歲的生日也收到不少朋友的祝福也收到弟弟的禮物🎁（魚弟可愛不？🤣今年生日最大的願望就是希望疫情早日結束我想去旅行😭同時也希望自己可以努力去拼搏趁還年輕」∠哈😂）在自己的興趣上做點成績來٩๑•̀ω•́๑۶未來的計劃能一一實現🤤感恩能順利完成的課堂也快結束希望接下來的考試和實習可以順順利利插畫繪圖插畫香港插畫香港原創香港創作香港插圖情侶日常插圖香港插畫專區情侶插畫圖文圖文創作日常生活情侣生日,1,2.5498290061950684,3,2.5578436851501465
34,豪哥帶饅頭去了一個非常大的公園但人真的很多還是平日來比較好難得拍三人合照也剛好一起穿了牛仔系列他就擺個厭世臉😂楠兒的台灣生活紀錄夫婦夫妻港台夫婦異地戀遠距離恋愛台灣生活香港人妻香港人在台灣香港人三重大都會公園親子寫真親子景點公園幸福水漾公園新北景點台灣公園饅頭仔全家福,2,2.030714750289917,1,2.158294916152954
35,早上吹著海風吃著冰晚上吊著裝飾燈升營火真是個浪漫的地方🌹小琉球海找冰愜意時光❤️,1,1.9890805482864384,2,1.2650374174118042
36,✨女神專用✨🇰🇷隔離霜🇰🇷🧚🏻對於底妝不貼服，容易浮粉、容易生痘痘既朋友黎講🧏🏻‍♀️隔離霜妝前乳可以幫助我地遠離妝面粗糙😍😍，令肌膚恢復光澤，從此遠離暗黃和乾燥✨外防內養瓷光肌✨隔離防護🛡️均勻膚色，輕薄透氣🌬️，彩妝、修正、提亮膚色、輕薄，讓妝容更服帖，女神必備產品🧚🏻🧚🏻紫色🟣校正蠟黃綠色🟢校正泛紅肌膚📜成分📜多種植物精粹比如薰衣草☘️、葡萄🍇、巴西莓以及褐藻成分🌱，除此之外，還有薄荷、茶樹和積雪草精華🌿，保證成分溫和⭐適合所有膚質的人士使用⭐🚨使用方法🚨擠出適量隔離霜以螺旋方式塗抹於面上⚠️使用次序⚠️於正常護膚步驟後上彩妝前使用款色選擇紫色綠色容量產地韓國🙇🏼‍♂️歡迎留言查詢或📲🎉或者加入群接收第一時間信息⚠️入數後訂貨，如遇缺貨會立即安排退款🙏🏼⚠️買家需承擔郵寄風險，如有需要可加錢轉寄掛號🙏🏼馮滿記藥油日本藥妝韓國化妝品韓國批發韓妹隔離霜女神專用,1,1.9252638816833496,3,1.548368215560913
37,老婆♥️我們要一直相親相愛到老,1,2.3291852474212646,3,2.1310248374938965
38,學生作品😁,1,2.446091890335083,3,1.3076825141906738
39,❤️義享時尚廣場店❤️開幕慶第一重❤️六二全店滿享折部分商品除外第二重❤️哈瓦仕滿贈送原廠限量耳機全台獨家第三重❤️購買正價鞋款即贈原廠鑰匙圈蝦皮商城同步販售中下單現賺蝦幣高雄高雄蝦皮商城高雄高雄🔘店文橫店🆕義享時尚廣場店🆕《粉絲專頁》搜尋🔍🆕《》搜尋🔍🆕《蝦皮商城》搜尋🔍高雄🔘店裕誠店夢時代店漢神巨蛋店粉絲專頁搜尋🔍高雄搜尋🔍,3,1.6151996850967407,1,3.067195177078247
40,於是呢🤍嗯于回來跳舞了🙌🏻要性感的跳🤭謝謝山姆老師✨,3,2.0488498210906982,2,1.5028146505355835
41,英國香氛品牌與哈利波特聯名香氛系列🪄🤎香氛蠟燭結合了魔法世界中的經典元素燃燒完後還內藏驚喜聯名香氛系列英國🇬🇧代購哈利波特迷哈利波特聯名系列網路爆紅商品有興趣可以私訊詢問❤️也可直接前往社團下單限時代購中,1,1.207227349281311,2,0.5557267069816589
42,今天情人節欸😍‼️有人要跟我說情人節塊肉嗎⁉️✨,1,2.1903648376464844,2,1.2294206619262695
43,暑期就快到喇煩緊小朋友成日喺屋企冇乜做唔想佢地成日只係掛住拎部電話打機睇片不如買個同小朋友一齊玩下💕👨‍👩‍👦積木人仔手工皂材料包套可做個材料包包括日本透明皂基手工皂專用香水自選款積木人仔自選個模具個可減去教程一份詳情查詢可我💕,3,2.2092409133911133,1,2.0599045753479004
44,🌸🌸🌸聽說是櫻花瀑布到現場整個稀疏花都謝了我也哭了🥲幸好我是手機劣質圖高手以後乾脆在社區榕樹下拍就好😌,3,1.597481608390808,1,1.4538887739181519
45,是那天在機場護送森尼的人☺️原來是新經紀人啊我還以為是保鑣🤣🤣🤣☝🏻🔗💖🍓💖🔗,3,2.042811632156372,1,0.7143534421920776
46,創業起步並不會導致失敗沒有堅持才會當你堅持下去就會發現自己的能力往往比想像中強大❤️車語錄,1,2.1236841678619385,2,1.1881341934204102
47,情人節快樂啊❗💗快樂💗,3,1.8165196180343628,1,1.6072909832000732
48,上生活的賊船做快樂的海盜🏴‍☠️,3,2.260145664215088,1,2.106676816940308
49,非常時期不設面交只限本地平郵或順豐到付已所有款式請比小小時間望望問價請直接無用不回到貨本地平郵▫️順豐到付所有貨品不包郵小本經營不設任何現貨全店除特別註明外均需訂貨急單心急要現貨免問📞入數方式中銀如缺貨將全數退回日本代購小魚仙吃貨美人魚三眼仔小飛象妙妙貓唐老鴨小熊維尼相機食先日本直送日本零食美女與野獸食好西日本雜貨名牌代購日本美妝日本藥妝香港迪士尼代購小熊學校東京迪士尼代購代購口罩代購黃色經濟圈,2,0.6508050560951233,1,1.1314799785614014
50,韓國🇰🇷深層清潔卸妝油🧏🏻‍♀️透明質酸美白眼霜👀孫藝珍👩🏻‍🦰代言品牌魔女工廠深層清潔卸妝油🧏🏻‍♀️女士🧏🏻‍♀️保護皮膚護理卸妝第一步是最重要的✅韓妹👱🏼‍♀️保護皮膚卸妝分鐘潔面分鐘分鐘塗抹按摩純淨深層卸妝油種純天然成份構成🌿植物性天然油適合所有膚質主要成分是大米發酵微粒幫助調節，水油平衡為肌膚帶來溫和的清潔護理，不會對肌膚造成負擔🌿透明質酸美白眼霜👀這個是專門針對黑眼圈🐼捱夜的人必備有美白成份煙酰胺和去皺成份腺甘酸容量價錢一盒有意可📱💬或👍🏻’💬或👣♥️💬注意事項⚠️預訂款😊不設現貨😊入數後確實訂單📝⚠️購買不成功將會全額退款😊⚠️❎現貨✅需訂購📅工作天取貨方式📦順豐到付風險自負📮郵寄（不❎包郵風險自負📦面交上環地鐵站新蒲崗屯門西鐵站📦門市自取💯💯🥳入數方法💰現金💸💰轉數快🔁💰🔁💰🔁💰中銀入數💳💰匯豐入數💳💰恆生入數💳代購代購屯門置樂壹號總站韓國直送韓國代購韓國零食代購韓國連線韓國美食韓國零食愛的迫降孫藝珍代言韓國護膚品再生精華魔女工廠眼霜精華眼霜眼霜精華透明質酸美白精華素韓國美粧護膚卸粧油,1,1.577816605567932,2,2.1679883003234863
51,💜雖然看起來是傲嬌的閔貓貓但他溫柔到骨子深情融進靈魂溫柔都落在了行動上他也和他的名字一樣只要想到就覺得是一個很甜的人,1,1.6095926761627195,2,1.4723747968673706
52,🎂我的大寶寶一眨眼九月份就要上國小了只希望你天天開心身體健康炭治呈與妮豆子的生日趴我的生活已經充滿了鬼滅之刃兒子每天唱鬼滅的歌看鬼滅的影片問鬼滅的問題媽媽瀕臨崩潰所以蛋糕拒絕又是鬼滅,1,2.768502950668335,3,2.4926979541778564
53,知性美🐰,1,1.150899052619934,2,1.056570529937744
54,大阪🎌環球影城團購🎊週年紀念貨品🎊💙今次芝麻街有做主打🍪吊飾✨更多貨品👉🏻更多貨品🌏✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨今團截單日請留意本店✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨歡迎或查詢😉✨✨日本代購日本直送日本代購網日本環球影城日本環球影城代購大阪環球影城大阪環球影城代購代購芝麻街代購代購,3,1.8969502449035645,1,1.5161385536193848
55,只要長得夠好看就不用修圖濾鏡別誤會我說我媽🤣跟你出來我的壓力小了許多🥰🥰🥰最後一張附上可愛的身高差,1,1.994245767593384,2,1.5315989255905151
56,簡單的單色貝殼粉設計🧚‍♀️小資女寵愛自己優惠活動🔺預約方式：需在本店或粉專喜愛的作品留言處標記兩位女性🚺朋友打上小資女優惠截圖至小盒子粉專即可預約👇☑️不限造型款式全部☑️含基礎保養☑️跳色不加價☑️加厚➕☑️含貼紙卯釘暈染線條大理石紋各種流行素材非常複雜手繪特殊鑽飾除外我們絕對給您最優惠的價格和最好的品質歡迎自帶圖片一樣給您最優惠的價錢✔️體驗手部單色❤️手足一起足享優惠價❤️💙手足保養一起也只要💙心動趕快來預約吧💅一中美甲店一中美甲台中美甲店台中北區美甲設計一中美甲美睫北區美甲美睫台中美睫北區美睫裸色光療法式指甲鏡面指甲碎鑽膠暈染美甲貝殼指甲,1,1.6409640312194824,3,1.4632329940795898
57,現代人工作繁忙而身體各項機能也會隨著年齡的增加而流失幫助柴媽🐶補充體力的秘密武器就是這款就怕你太行就怕你太行是一款可以調節生理機能滋補強身增強體力的輔助機能食品不論是上班族還是容易疲勞的男性甚至是一般人都可以天天食用幫助提振精神它一包就是天份每日顆多食無益作成錠狀的非常方便實用而且外袋紅吱吱看起來就很有充滿充沛的形象跟產品本身的訴求非常搭就怕你太行採用高科技的萃取工程把所有原料都直接打錠成形所以產品可以在體內完全自然崩解並吸收吸收效果非常的好就怕你太行每一錠都包含珍貴的鹿茸萃取紐西蘭生蠔萃取雪蓮萃取物酵母鋅左旋精胺酸及維他命群等多項機能輔助修護因子這些成分都是非常棒的修護因子可以提供身體所需的精氣營養一天顆讓我從早到晚精力充沛上班不只精神更好工作效率提高連下班照顧屁柴也不會累虛虛的像老太婆一樣囉非常推薦給大家❤️就怕你太行機能輔助食品珍貴中藥材三大機能輔助修護因子鹿茸萃取紐西蘭生蠔萃取雪蓮天然萃取滋補強身增強體力,2,1.6749101877212524,1,1.5620200634002686
58,最後日啦‼️最後日啦‼️最後日啦‼️兩間門市有大量新款未曝光哦😎🤩快落門市搵店主同棉花糖啦‼️直播有優惠卷真係唔好錯過😆三月份內要用呀！每個用完優惠券嘅客人，個個都表示超抵勁正👍🏻💯真心抵✅💻網頁：🛍️總店🏠元朗壽富街號好順福購物中心地下號鋪阿信屋斜對面📱店主分店🏘️觀塘開源道號駱駝漆大廈座樓室📱棉花糖元朗元朗好順福好順福香港韓國韓國衫觀塘駱駝漆大廈韓國時裝春季新款,3,2.114340782165528,1,2.496610403060913
59,現貨➕預購款背心領背心顏色粉白黑綠杏紫黃尺寸彈性💰💲，💰💲訂貨方式圖顏色或是⭕圈起來➕請備註取貨方式方便核對🔺請詳細遵守購買規則：🔺所有商品不接急件因為每一家廠商發貨時間不一樣能等再下單請勿➕後自行取消或是自己刪除留言無天鑑賞所以沒有無退換貨服務每台手機像素不一樣照片難免有色差跑單或是通知未取貨一律公佈黑名單攤位取貨或蝦皮結單請先備註洗滌方式深淺色一定要分開洗逸絲綺工作室,2,1.462272047996521,1,1.09712553024292
60,散桜良❓球磨村毎床大桜樹齢年逆光画像全然時運笑喜思美熊本球磨村毎床大桜山桜樹齢年,2,1.8141796588897705,1,1.8815654516220093
61,白色旺旺情人節快樂🤪,2,1.4816348552703855,1,1.5033390522003174
62,男友丹寧襯商品介紹✔️顏色單一色✔️尺寸長版蓋屁股配上長褲短褲都好看單邊立體大口袋袖口固定反折‼️喜歡請帶圖私訊小盒子詢問唷‼️衣櫃子服飾,1,1.9183578491210933,2,1.871034383773804
63,🔥客人效果圖🔥🙆🏻‍♀️❤️極推薦🧪涙溝膠原自生填充‼️💯😐極顯老😰極顯倦容😭更顯黑色素成因👇🏻⭕膠原流失（喜歡捱夜煙酒，欠缺護理）⭕皮膚鬆弛療程次維持約年透明質酸填充優惠價✨個月童顏針填充一樽全面連眼部✨年左右感謝客人們一直以來的支持🙏🏻😘繼續接受️⃣月份預約中🙆🏻‍♀️❤️要來的快快留位了🙌🏻✨每天預約都是🈵🈵‼️記得提早至少幾天預約🙏🏻🙏🏻以便安排理想時間給大家🥰❤️官方諮詢➕預約查詢專線🔥📲隆鼻疤痕修復凹凸洞治療暗瘡蛋白提升水光針醫學美容微整微笑唇碳粉脫毛洗眉洗紋身小臉針皮秒澳門微整形少女針角蛋白美睫狐臭針狐臭治療美白針溶脂針抽脂抽脂隆胸雙眼皮香港鼻埋線瘦面針瘦面開眼頭雙眼皮透明質酸豐胸,1,2.3899099826812744,2,1.93003511428833
64,暫時逃離生活的女孩們👧🏻,1,1.469062328338623,2,1.1136914491653442
65,隨手畫得你是誰啦😂😂😂有人願意猜嗎偶像星願,1,1.4131245613098145,3,1.802403688430786
66,耶今天生日難得出來走跳🥳,1,1.5388952493667605,2,1.032375693321228
67,還是要發一下照片啦🏖️底片宣告退役了😭攝影攝影世界,1,1.4835431575775146,2,1.5167876482009888
68,今日臨時有事提早到打烊想買新衣取貨的粉絲趕快來找我們吧🏠地址台南市南區金華路二段號☎️電話💡營業時間：～🔍🔍🔍⭕我們也有提供郵寄的服務⭕📍有關衣服的任何問題都歡迎私訊詢問喲,4,0.6571989059448242,1,2.891664981842041
69,感謝💜很細心👍🏻先推就對了😜還幫我點隔壁拉麵🍜真的貼心🥰頭髮也用的很好😘感謝我哥帶我來然後順便幫我付錢😜當哥寶的感覺最好了😂🌟—💇🏼‍♀️🌟新莊區中正路巷號捷運輔大站號出口新莊輔大,1,2.745020866394043,2,1.167911410331726
70,能成為家人是一種緣份👨‍👧願你一路順風身體健康幸福快樂🥰❤️,1,2.7876899242401123,3,2.404715776443481
